id,id_client,id_product,qtd,total,sale_date,cotacao_data,cotacao_vendas,product_name,category,start_date,usd_price
3989,46,108,7,22248.05,2023-06-10,2023-06-10,5.1918,Boia de Arqueamento Bruce Titan,ancoragem,2022-06-14,653.47
3413,44,122,11,14547.0,2023-06-10,2023-06-10,5.1918,Corrente Danforth Zenith Oceanic Torque,ancoragem,2023-06-02,266.89
9787,11,105,4,1238.0,2023-06-10,2023-06-10,5.1918,Cabo de Nylon Danforth Prime,ancoragem,2023-04-17,62.64
5597,49,125,10,32319.95,2023-06-10,2023-06-10,5.1918,Cabo de Nylon Danforth Kinetic,ancoragem,2023-03-22,646.27
9568,35,99,4,429067.0,2023-06-10,2023-06-10,5.1918,Motor Elétrico Honda Flux Ultra 273HP,propulsão,2021-07-02,21330.89
2153,22,136,4,7499.3,2023-06-10,2023-06-10,5.1918,Cabo de Nylon Bruce Flux Hydro,ancoragem,2018-11-01,533.84
4853,38,28,7,99810.0,2023-06-10,2023-06-10,5.1918,Piloto Automático AIS Core,eletrônicos,2023-03-14,2723.39
3595,26,101,3,1320.5,2023-06-10,2023-06-10,5.1918,Cabo de Nylon Delta Vortex,ancoragem,2022-10-18,87.95
1285,13,122,8,10051.0,2023-06-10,2023-06-10,5.1918,Corrente Danforth Zenith Oceanic Torque,ancoragem,2023-06-02,266.89
4740,48,3,4,34292.15,2023-06-10,2023-06-10,5.1918,Radar Furuno Pulse Leviathan,eletrônicos,2022-06-21,1753.77
5801,19,144,6,13285.0,2023-06-10,2023-06-10,5.1918,Boia de Arqueamento Bruce Barracuda,ancoragem,2022-08-04,422.52
1572,19,110,12,29946.0,2023-06-10,2023-06-10,5.1918,Corrente Bruce Current,ancoragem,2021-08-26,476.03
481,33,55,6,626926.85,2023-06-10,2023-06-10,5.1918,Motor Diesel Volvo Flow Oceanic 259HP,propulsão,2022-04-14,23326.09
8068,11,13,5,38736.0,2023-06-10,2023-06-10,5.1918,Radar Simrad Boost,eletrônicos,2021-10-22,1356.5
4980,7,134,14,66047.0,2023-06-10,2023-06-10,5.1918,Âncora Delta Storm Vox,ancoragem,2022-12-05,899.33
1245,49,131,7,6407.75,2023-06-10,2023-06-10,5.1918,Boia de Arqueamento Danforth Core Vortex,ancoragem,2023-06-07,196.2
6168,3,132,13,20319.0,2023-06-10,2023-06-10,5.1918,Corrente Bruce Nautic Evo,ancoragem,2020-08-20,276.61
223,18,125,9,29088.05,2023-06-11,2023-06-11,4.8999,Cabo de Nylon Danforth Kinetic,ancoragem,2023-03-22,646.27
2115,34,28,5,71293.0,2023-06-11,2023-06-11,4.8999,Piloto Automático AIS Core,eletrônicos,2023-03-14,2723.39
7987,28,124,12,45239.0,2023-06-11,2023-06-11,4.8999,Corrente Delta Axis,ancoragem,2023-02-27,725.63
138,45,86,4,355388.35,2023-06-11,2023-06-11,4.8999,Motor Diesel Volvo Helix Evo Force 144HP,propulsão,2021-08-13,17824.79
1246,26,104,11,38800.85,2023-06-11,2023-06-11,4.8999,Cabo de Nylon Delta Zen Vortex Storm,ancoragem,2020-03-26,742.54
3964,24,37,9,51878.55,2023-06-11,2023-06-11,4.8999,GPS Lowrance Evo Storm Drift,eletrônicos,2023-03-09,1181.71
1051,31,148,13,62212.0,2023-06-11,2023-06-11,4.8999,Âncora Delta Force Barracuda Mako,ancoragem,2023-02-28,919.03
4380,17,21,12,104815.0,2023-06-11,2023-06-11,4.8999,GPS AIS Nautic Thrust,eletrônicos,2022-12-30,1674.22
4688,29,121,5,17547.45,2023-06-11,2023-06-11,4.8999,Âncora Danforth Oceanic Helix Flux,ancoragem,2023-05-24,746.8
8397,31,36,1,22601.0,2023-06-11,2023-06-11,4.8999,Radar Lowrance Aqua Pulse,eletrônicos,2023-06-02,4561.15
6203,43,130,2,7873.6,2023-06-11,2023-06-11,4.8999,Boia de Arqueamento Delta Zen Boost Vortex,ancoragem,2021-03-22,749.89
1994,10,10,1,30431.35,2023-06-11,2023-06-11,4.8999,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,2023-05-23,6449.43
7659,18,113,6,25051.5,2023-06-11,2023-06-11,4.8999,Âncora Delta Mako Ultra,ancoragem,2022-07-05,815.5
3206,39,61,9,239559.6,2023-06-11,2023-06-11,4.8999,Motor Diesel Honda Prime 84HP,propulsão,2023-01-23,5396.92
6683,36,18,14,353413.3,2023-06-11,2023-06-11,4.8999,Rádio Simrad Axis,eletrônicos,2022-01-25,4834.43
7836,42,18,9,227194.4,2023-06-11,2023-06-11,4.8999,Rádio Simrad Axis,eletrônicos,2022-01-25,4834.43
2143,5,39,14,394117.0,2023-06-11,2023-06-11,4.8999,GPS Furuno Vector,eletrônicos,2020-10-16,5270.87
5548,40,41,1,10070.0,2023-06-12,2023-06-12,4.9031,GPS Simrad Flow Pulse,eletrônicos,2023-01-06,2005.71
9155,35,8,10,49842.0,2023-06-12,2023-06-12,4.9031,GPS AIS Zen,eletrônicos,2023-05-10,1006.07
9400,43,41,1,10070.0,2023-06-12,2023-06-12,4.9031,GPS Simrad Flow Pulse,eletrônicos,2023-01-06,2005.71
6268,48,95,12,837696.0,2023-06-12,2023-06-12,4.9031,Motor Diesel Honda Leviathan 133HP,propulsão,2022-11-23,12945.63
5259,25,86,10,888469.45,2023-06-12,2023-06-12,4.9031,Motor Diesel Volvo Helix Evo Force 144HP,propulsão,2021-08-13,17824.79
3088,22,92,13,1097347.85,2023-06-12,2023-06-12,4.9031,Motor Elétrico Yamaha Nautic Kraken 133HP,propulsão,2022-12-12,16745.97
1287,13,119,6,18558.25,2023-06-12,2023-06-12,4.9031,Âncora Bruce Aqua,ancoragem,2022-12-08,625.1
9214,24,22,12,473434.0,2023-06-12,2023-06-12,4.9031,Transponder Furuno Force Ion,eletrônicos,2022-08-22,7630.67
9312,25,61,15,420279.0,2023-06-12,2023-06-12,4.9031,Motor Diesel Honda Prime 84HP,propulsão,2023-01-23,5396.92
2118,23,98,2,150785.9,2023-06-12,2023-06-12,4.9031,Motor Diesel Parsun Velocity Abyss Orca 235HP,propulsão,2022-10-03,15262.93
4051,23,53,7,375725.0,2023-06-12,2023-06-12,4.9031,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,propulsão,2023-01-02,10045.86
9503,18,135,8,13156.0,2023-06-12,2023-06-12,4.9031,Cabo de Nylon Danforth Titan Poseidon,ancoragem,2023-04-11,328.1
618,43,131,8,7323.55,2023-06-12,2023-06-12,4.9031,Boia de Arqueamento Danforth Core Vortex,ancoragem,2023-06-07,196.2
859,28,95,15,994764.95,2023-06-12,2023-06-12,4.9031,Motor Diesel Honda Leviathan 133HP,propulsão,2022-11-23,12945.63
1201,25,50,7,74985.4,2023-06-12,2023-06-12,4.9031,Piloto Automático Simrad Poseidon Magnum,eletrônicos,2020-12-23,2179.61
7016,6,69,9,407385.0,2023-06-12,2023-06-12,4.9031,Motor de Popa Torqeedo Ultra Impulse 292HP,propulsão,2023-05-15,9219.51
8311,16,71,5,650870.0,2023-06-12,2023-06-12,4.9031,Motor Elétrico Torqeedo Pulse 300HP,propulsão,2023-04-04,25647.03
6297,13,78,10,1156735.2,2023-06-12,2023-06-12,4.9031,Motor Elétrico Honda Mako Axis 131HP,propulsão,2022-10-14,23053.04
2892,1,22,7,262361.5,2023-06-12,2023-06-12,4.9031,Transponder Furuno Force Ion,eletrônicos,2022-08-22,7630.67
3157,37,14,15,537166.0,2023-06-13,2023-06-13,4.8533,Rádio Furuno Zen Swift,eletrônicos,2023-03-24,6767.66
1879,17,127,6,8831.2,2023-06-13,2023-06-13,4.8533,Cabo de Nylon Delta Velocity Core Mako,ancoragem,2023-03-27,296.24
7125,32,62,14,1431108.0,2023-06-13,2023-06-13,4.8533,Motor Diesel Yanmar Velocity 37HP,propulsão,2023-01-16,20000.78
2767,23,70,11,359014.5,2023-06-13,2023-06-13,4.8533,Motor Diesel Parsun Boost Helix Velocity 146HP,propulsão,2022-11-09,6655.06
6158,40,12,6,16357.0,2023-06-13,2023-06-13,4.8533,GPS AIS Drift Flux Vox,eletrônicos,2022-06-20,527.97
5115,18,140,12,37615.0,2023-06-13,2023-06-13,4.8533,Boia de Arqueamento Bruce Dash Titan Pulse,ancoragem,2021-02-03,586.81
7498,30,92,15,1266171.4,2023-06-13,2023-06-13,4.8533,Motor Elétrico Yamaha Nautic Kraken 133HP,propulsão,2022-12-12,16745.97
2852,27,37,14,84948.0,2023-06-13,2023-06-13,4.8533,GPS Lowrance Evo Storm Drift,eletrônicos,2023-03-09,1181.71
4946,9,59,15,1307492.0,2023-06-13,2023-06-13,4.8533,Motor Diesel Yanmar Hydro Magnum Boost 267HP,propulsão,2021-08-10,16694.98
4998,7,112,1,2181.0,2023-06-13,2023-06-13,4.8533,Corrente Danforth Tidal,ancoragem,2021-11-16,398.23
5960,30,75,7,229379.0,2023-06-13,2023-06-13,4.8533,Motor Diesel Volvo Flow Leviathan Maré 187HP,propulsão,2022-02-07,6193.58
6411,23,8,5,24921.0,2023-06-14,2023-06-14,4.8462,GPS AIS Zen,eletrônicos,2023-05-10,1006.07
2349,13,42,1,5993.0,2023-06-14,2023-06-14,4.8462,Transponder Lowrance Axis,eletrônicos,2022-05-27,1263.57
6647,24,143,4,16858.7,2023-06-14,2023-06-14,4.8462,Âncora Delta Hydra Kraken Velocity,ancoragem,2023-05-24,896.83
5429,37,67,7,570496.85,2023-06-14,2023-06-14,4.8462,Motor de Popa Yamaha Mako 108HP,propulsão,2022-06-17,16720.73
9294,41,56,1,40839.55,2023-06-14,2023-06-14,4.8462,Motor Elétrico Torqeedo Velocity Swift 74HP,propulsão,2022-12-19,8087.59
2301,13,142,9,7066.1,2023-06-14,2023-06-14,4.8462,Âncora Danforth Vector Evo,ancoragem,2022-11-09,160.09
581,12,7,10,195188.0,2023-06-14,2023-06-14,4.8462,Radar AIS Zen,eletrônicos,2022-12-12,3678.62
1844,22,143,5,22182.0,2023-06-14,2023-06-14,4.8462,Âncora Delta Hydra Kraken Velocity,ancoragem,2023-05-24,896.83
2682,6,127,12,18592.0,2023-06-14,2023-06-14,4.8462,Cabo de Nylon Delta Velocity Core Mako,ancoragem,2023-03-27,296.24
9999,8,20,6,185001.0,2023-06-15,2023-06-15,4.8222,Radar AIS Marlin,eletrônicos,2021-10-04,5689.04
2331,12,49,6,75606.7,2023-06-15,2023-06-15,4.8222,Sonda Furuno Swift,eletrônicos,2021-06-07,2627.0
880,39,59,3,248423.1,2023-06-15,2023-06-15,4.8222,Motor Diesel Yanmar Hydro Magnum Boost 267HP,propulsão,2021-08-10,16694.98
6910,44,51,9,548559.45,2023-06-15,2023-06-15,4.8222,Motor Diesel Tohatsu Evo Zenith 16HP,propulsão,2022-08-04,12243.38
8625,27,64,6,635581.35,2023-06-15,2023-06-15,4.8222,Motor Elétrico Yamaha Swift Drift Current 265HP,propulsão,2022-09-06,21352.22
123,10,106,6,24993.55,2023-06-15,2023-06-15,4.8222,Âncora Danforth Nitro Titan Vox,ancoragem,2020-12-28,837.06
3926,17,80,15,1938358.0,2023-06-15,2023-06-15,4.8222,Motor de Popa Volvo Maré 69HP,propulsão,2022-10-28,24177.04
1551,26,41,12,127200.0,2023-06-15,2023-06-15,4.8222,GPS Simrad Flow Pulse,eletrônicos,2023-01-06,2005.71
1491,19,87,10,668599.0,2023-06-15,2023-06-15,4.8222,Motor Elétrico Volvo Boost 225HP,propulsão,2021-11-01,11794.37
672,9,124,4,14326.0,2023-06-16,2023-06-16,4.8286,Corrente Delta Axis,ancoragem,2023-02-27,725.63
9561,44,9,12,452642.7,2023-06-16,2023-06-16,4.8286,Transponder AIS Titan Pulse,eletrônicos,2022-05-05,7933.96
8867,43,4,14,47346.0,2023-06-16,2023-06-16,4.8286,Rádio AIS Hydro Tidal Zen,eletrônicos,2022-09-21,654.31
1506,39,125,10,34021.0,2023-06-16,2023-06-16,4.8286,Cabo de Nylon Danforth Kinetic,ancoragem,2023-03-22,646.27
1650,34,125,4,12927.6,2023-06-16,2023-06-16,4.8286,Cabo de Nylon Danforth Kinetic,ancoragem,2023-03-22,646.27
8205,8,101,14,6488.0,2023-06-16,2023-06-16,4.8286,Cabo de Nylon Delta Vortex,ancoragem,2022-10-18,87.95
9053,8,16,4,114022.8,2023-06-16,2023-06-16,4.8286,Sonda Garmin Axis,eletrônicos,2023-01-02,5615.94
6941,4,2,13,172877.2,2023-06-16,2023-06-16,4.8286,Transponder Furuno Marlin,eletrônicos,2023-05-24,2829.74
5181,43,6,11,123520.9,2023-06-16,2023-06-16,4.8286,Transponder AIS Vector,eletrônicos,2021-12-01,2104.66
8280,5,41,10,106000.0,2023-06-16,2023-06-16,4.8286,GPS Simrad Flow Pulse,eletrônicos,2023-01-06,2005.71
3654,36,56,6,257933.0,2023-06-16,2023-06-16,4.8286,Motor Elétrico Torqeedo Velocity Swift 74HP,propulsão,2022-12-19,8087.59
1073,13,136,8,14998.6,2023-06-16,2023-06-16,4.8286,Cabo de Nylon Bruce Flux Hydro,ancoragem,2018-11-01,533.84
5290,47,55,8,835903.1,2023-06-16,2023-06-16,4.8286,Motor Diesel Volvo Flow Oceanic 259HP,propulsão,2022-04-14,23326.09
1553,43,71,12,1562089.0,2023-06-16,2023-06-16,4.8286,Motor Elétrico Torqeedo Pulse 300HP,propulsão,2023-04-04,25647.03
4292,10,136,13,24373.2,2023-06-17,2023-06-16,4.8286,Cabo de Nylon Bruce Flux Hydro,ancoragem,2018-11-01,533.84
4139,16,148,5,23928.0,2023-06-17,2023-06-16,4.8286,Âncora Delta Force Barracuda Mako,ancoragem,2023-02-28,919.03
4599,24,147,9,25907.45,2023-06-17,2023-06-16,4.8286,Corrente Danforth Force Leviathan Impulse,ancoragem,2022-08-25,592.19
7884,41,133,4,7571.0,2023-06-17,2023-06-16,4.8286,Âncora Bruce Core Pulse,ancoragem,2022-07-06,348.47
8277,12,130,9,35432.15,2023-06-17,2023-06-16,4.8286,Boia de Arqueamento Delta Zen Boost Vortex,ancoragem,2023-06-15,859.48
120,6,81,15,1832227.0,2023-06-17,2023-06-16,4.8286,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,propulsão,2022-08-02,23345.09
2096,46,12,14,38167.0,2023-06-17,2023-06-16,4.8286,GPS AIS Drift Flux Vox,eletrônicos,2022-06-20,527.97
4469,46,4,2,6764.0,2023-06-17,2023-06-16,4.8286,Rádio AIS Hydro Tidal Zen,eletrônicos,2022-09-21,654.31
7043,7,52,6,82225.0,2023-06-17,2023-06-16,4.8286,Motor Diesel Honda Zen Tidal Mako 26HP,propulsão,2023-01-11,2634.69
2637,5,99,8,858133.0,2023-06-17,2023-06-16,4.8286,Motor Elétrico Honda Flux Ultra 273HP,propulsão,2021-07-02,21330.89
6645,31,115,1,831.0,2023-06-17,2023-06-16,4.8286,Cabo de Nylon Delta Force Magnum Leviathan,ancoragem,2023-01-24,160.69
9730,40,54,2,230916.5,2023-06-17,2023-06-16,4.8286,Motor de Popa Yamaha Evo Dash 155HP,propulsão,2021-08-06,23191.9
7717,21,33,2,12760.4,2023-06-17,2023-06-16,4.8286,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-09-10,1268.8
5311,19,55,15,1649808.0,2023-06-17,2023-06-16,4.8286,Motor Diesel Volvo Flow Oceanic 259HP,propulsão,2022-04-14,23326.09
5042,9,82,5,245261.5,2023-06-17,2023-06-16,4.8286,Motor Elétrico Volvo Nautic Vox 118HP,propulsão,2020-09-11,9770.29
7778,23,130,9,37297.0,2023-06-17,2023-06-16,4.8286,Boia de Arqueamento Delta Zen Boost Vortex,ancoragem,2023-06-15,859.48
6381,4,88,12,580038.0,2023-06-18,2023-06-16,4.8286,Motor Diesel Tohatsu Kinetic Poseidon 113HP,propulsão,2023-02-07,9351.41
9450,32,143,6,25288.05,2023-06-18,2023-06-16,4.8286,Âncora Delta Hydra Kraken Velocity,ancoragem,2023-05-24,896.83
7206,5,60,4,413253.8,2023-06-18,2023-06-16,4.8286,Motor de Popa Honda Velocity Drift 258HP,propulsão,2021-04-15,19341.09
6612,37,62,10,1022220.0,2023-06-18,2023-06-16,4.8286,Motor Diesel Yanmar Velocity 37HP,propulsão,2023-01-16,20000.78
2272,49,128,8,35345.7,2023-06-18,2023-06-16,4.8286,Boia de Arqueamento Bruce Marlin Hydra,ancoragem,2022-07-22,853.09
7837,48,126,10,25432.45,2023-06-18,2023-06-16,4.8286,Corrente Danforth Hydro,ancoragem,2020-10-28,467.05
8292,35,140,11,32756.0,2023-06-18,2023-06-16,4.8286,Boia de Arqueamento Bruce Dash Titan Pulse,ancoragem,2021-02-03,586.81
8687,42,116,13,33482.0,2023-06-18,2023-06-16,4.8286,Cabo de Nylon Delta Velocity Oceanic Abyss,ancoragem,2022-03-16,502.24
9252,29,8,9,42614.15,2023-06-18,2023-06-16,4.8286,GPS AIS Zen,eletrônicos,2023-05-10,1006.07
7356,25,134,9,40335.1,2023-06-19,2023-06-19,4.7803,Âncora Delta Storm Vox,ancoragem,2022-12-05,899.33
3293,4,127,3,4648.0,2023-06-19,2023-06-19,4.7803,Cabo de Nylon Delta Velocity Core Mako,ancoragem,2023-03-27,296.24
6685,26,92,2,168822.6,2023-06-19,2023-06-19,4.7803,Motor Elétrico Yamaha Nautic Kraken 133HP,propulsão,2022-12-12,16745.97
4310,28,9,12,476466.0,2023-06-19,2023-06-19,4.7803,Transponder AIS Titan Pulse,eletrônicos,2022-05-05,7933.96
7383,5,141,13,62163.0,2023-06-19,2023-06-19,4.7803,Boia de Arqueamento Bruce Nexus Abyss,ancoragem,2022-03-17,942.08
4556,4,26,13,224681.0,2023-06-19,2023-06-19,4.7803,Piloto Automático Furuno Core Boost Flux,eletrônicos,2022-03-14,3412.88
4851,20,70,10,326376.3,2023-06-19,2023-06-19,4.7803,Motor Diesel Parsun Boost Helix Velocity 146HP,propulsão,2022-11-09,6655.06
2579,10,9,12,452642.7,2023-06-19,2023-06-19,4.7803,Transponder AIS Titan Pulse,eletrônicos,2022-05-05,7933.96
7545,6,34,7,32701.85,2023-06-19,2023-06-19,4.7803,Transponder AIS Helix Torque,eletrônicos,2022-08-09,960.12
3894,31,11,7,253623.0,2023-06-20,2023-06-20,4.793,GPS Furuno Swift Leviathan Poseidon,eletrônicos,2023-05-09,7246.24
4144,40,4,2,6425.8,2023-06-20,2023-06-20,4.793,Rádio AIS Hydro Tidal Zen,eletrônicos,2022-09-21,654.31
5958,31,27,5,78429.15,2023-06-20,2023-06-20,4.793,GPS Garmin Vortex Maré Drift,eletrônicos,2022-07-12,3051.23
4555,38,87,12,762203.05,2023-06-20,2023-06-20,4.793,Motor Elétrico Volvo Boost 225HP,propulsão,2021-11-01,11794.37
9997,38,123,2,5276.3,2023-06-20,2023-06-20,4.793,Cabo de Nylon Danforth Orca Aero,ancoragem,2022-09-02,535.37
5552,32,148,13,59101.4,2023-06-20,2023-06-20,4.793,Âncora Delta Force Barracuda Mako,ancoragem,2023-02-28,919.03
5805,26,149,13,14370.65,2023-06-20,2023-06-20,4.793,Cabo de Nylon Bruce Core,ancoragem,2023-02-14,225.94
1927,36,90,15,1186460.0,2023-06-20,2023-06-20,4.793,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,propulsão,2021-12-01,14083.78
1634,24,110,1,2371.2,2023-06-20,2023-06-20,4.793,Corrente Bruce Current,ancoragem,2021-08-26,476.03
6516,41,68,15,953284.15,2023-06-20,2023-06-20,4.793,Motor de Popa Honda Ion Vox Prime 163HP,propulsão,2023-04-26,13226.26
1467,5,80,9,1104864.25,2023-06-20,2023-06-20,4.793,Motor de Popa Volvo Maré 69HP,propulsão,2022-10-28,24177.04
3937,36,146,9,4464.0,2023-06-20,2023-06-20,4.793,Corrente Delta Vox Ion,ancoragem,2022-05-04,99.02
1812,12,70,6,206133.0,2023-06-20,2023-06-20,4.793,Motor Diesel Parsun Boost Helix Velocity 146HP,propulsão,2022-11-09,6655.06
6067,27,4,8,25702.25,2023-06-20,2023-06-20,4.793,Rádio AIS Hydro Tidal Zen,eletrônicos,2022-09-21,654.31
4058,41,93,12,1205724.0,2023-06-20,2023-06-20,4.793,Motor Elétrico Yamaha Flow 204HP,propulsão,2022-08-18,19409.47
1852,26,140,5,15673.0,2023-06-20,2023-06-20,4.793,Boia de Arqueamento Bruce Dash Titan Pulse,ancoragem,2021-02-03,586.81
692,33,18,3,79717.0,2023-06-21,2023-06-21,4.7795,Rádio Simrad Axis,eletrônicos,2022-01-25,4834.43
4059,49,30,1,32248.0,2023-06-21,2023-06-21,4.7795,Transponder AIS Boost,eletrônicos,2020-05-19,5636.75
3791,38,115,10,8306.0,2023-06-21,2023-06-21,4.7795,Cabo de Nylon Delta Force Magnum Leviathan,ancoragem,2023-01-24,160.69
2762,36,90,6,450854.8,2023-06-21,2023-06-21,4.7795,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,propulsão,2021-12-01,14083.78
9012,3,47,9,52351.65,2023-06-21,2023-06-21,4.7795,Rádio Simrad Tidal Aqua,eletrônicos,2019-11-07,1496.29
2752,13,104,1,3713.0,2023-06-21,2023-06-21,4.7795,Cabo de Nylon Delta Zen Vortex Storm,ancoragem,2020-03-26,742.54
9116,40,8,4,19937.0,2023-06-21,2023-06-21,4.7795,GPS AIS Zen,eletrônicos,2023-05-10,1006.07
1053,12,65,2,51115.0,2023-06-21,2023-06-21,4.7795,Motor de Popa Torqeedo Nautic Swift 223HP,propulsão,2022-06-13,5008.66
6308,5,140,11,32756.0,2023-06-21,2023-06-21,4.7795,Boia de Arqueamento Bruce Dash Titan Pulse,ancoragem,2021-02-03,586.81
6190,21,37,7,40350.3,2023-06-21,2023-06-21,4.7795,GPS Lowrance Evo Storm Drift,eletrônicos,2023-03-09,1181.71
6304,38,40,3,42552.0,2023-06-21,2023-06-21,4.7795,Sonda Furuno Maré Tidal,eletrônicos,2022-12-23,2757.45
6074,42,114,9,6834.3,2023-06-21,2023-06-21,4.7795,Boia de Arqueamento Danforth Tidal Zen Swift,ancoragem,2023-02-16,152.46
222,27,116,9,23180.0,2023-06-21,2023-06-21,4.7795,Cabo de Nylon Delta Velocity Oceanic Abyss,ancoragem,2022-03-16,502.24
1574,1,73,10,1431599.0,2023-06-21,2023-06-21,4.7795,Motor de Popa Torqeedo Core Hydra Flux 162HP,propulsão,2023-01-20,27541.35
1521,49,7,7,136631.0,2023-06-22,2023-06-22,4.775,Radar AIS Zen,eletrônicos,2022-12-12,3678.62
7419,44,21,3,24893.8,2023-06-22,2023-06-22,4.775,GPS AIS Nautic Thrust,eletrônicos,2022-12-30,1674.22
3975,49,79,15,992203.0,2023-06-22,2023-06-22,4.775,Motor Diesel Tohatsu Zenith 60HP,propulsão,2021-10-21,11724.63
5225,42,103,8,14314.0,2023-06-22,2023-06-22,4.775,Âncora Delta Swift,ancoragem,2022-09-19,341.7
2054,41,136,11,21708.0,2023-06-22,2023-06-22,4.775,Cabo de Nylon Bruce Flux Hydro,ancoragem,2018-11-01,533.84
8178,26,135,7,11512.0,2023-06-22,2023-06-22,4.775,Cabo de Nylon Danforth Titan Poseidon,ancoragem,2023-04-11,328.1
7625,39,4,15,48191.6,2023-06-22,2023-06-22,4.775,Rádio AIS Hydro Tidal Zen,eletrônicos,2022-09-21,654.31
9969,19,125,14,47629.0,2023-06-22,2023-06-22,4.775,Cabo de Nylon Danforth Kinetic,ancoragem,2023-03-22,646.27
7925,2,49,4,53057.0,2023-06-22,2023-06-22,4.775,Sonda Furuno Swift,eletrônicos,2021-06-07,2627.0
8115,23,48,8,111996.45,2023-06-22,2023-06-22,4.775,GPS Furuno Magnum Drift,eletrônicos,2020-12-31,2836.04
5470,45,6,14,157208.85,2023-06-22,2023-06-22,4.775,Transponder AIS Vector,eletrônicos,2021-12-01,2104.66
4392,23,20,13,380793.25,2023-06-22,2023-06-22,4.775,Radar AIS Marlin,eletrônicos,2021-10-04,5689.04
3090,45,121,2,7019.55,2023-06-22,2023-06-22,4.775,Âncora Danforth Oceanic Helix Flux,ancoragem,2023-05-24,746.8
5467,45,50,13,146588.0,2023-06-22,2023-06-22,4.775,Piloto Automático Simrad Poseidon Magnum,eletrônicos,2020-12-23,2179.61
8660,38,119,10,30930.1,2023-06-22,2023-06-22,4.775,Âncora Bruce Aqua,ancoragem,2022-12-08,625.1
2396,34,45,13,128748.0,2023-06-23,2023-06-23,4.7799,GPS Furuno Current,eletrônicos,2023-03-22,1881.33
3033,31,18,9,227194.4,2023-06-23,2023-06-23,4.7799,Rádio Simrad Axis,eletrônicos,2022-01-25,4834.43
4496,1,117,11,45133.0,2023-06-23,2023-06-23,4.7799,Corrente Danforth Zen Abyss Axis,ancoragem,2022-06-10,823.4
7892,12,53,15,764868.75,2023-06-23,2023-06-23,4.7799,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,propulsão,2023-01-02,10045.86
4953,43,125,3,10206.0,2023-06-23,2023-06-23,4.7799,Cabo de Nylon Danforth Kinetic,ancoragem,2023-03-22,646.27
1035,42,131,8,7709.0,2023-06-23,2023-06-23,4.7799,Boia de Arqueamento Danforth Core Vortex,ancoragem,2023-06-07,196.2
186,14,7,10,185428.6,2023-06-23,2023-06-23,4.7799,Radar AIS Zen,eletrônicos,2022-12-12,3678.62
9682,31,28,8,108364.6,2023-06-23,2023-06-23,4.7799,Piloto Automático AIS Core,eletrônicos,2023-03-14,2723.39
7067,10,20,3,92500.0,2023-06-24,2023-06-23,4.7799,Radar AIS Marlin,eletrônicos,2021-10-04,5689.04
9515,10,29,5,182552.0,2023-06-24,2023-06-23,4.7799,Rádio Simrad Orca,eletrônicos,2022-03-29,7689.63
3024,35,1,13,430593.0,2023-06-24,2023-06-23,4.7799,Transponder AIS Maré Magnum,eletrônicos,2023-02-28,6360.91
195,9,81,14,1710079.0,2023-06-24,2023-06-23,4.7799,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,propulsão,2022-08-02,23345.09
3050,25,125,14,47629.0,2023-06-24,2023-06-23,4.7799,Cabo de Nylon Danforth Kinetic,ancoragem,2023-03-22,646.27
9791,9,23,11,116816.75,2023-06-24,2023-06-23,4.7799,Piloto Automático Furuno Torque Peak,eletrônicos,2022-10-13,2108.74
1469,45,124,1,3770.0,2023-06-24,2023-06-23,4.7799,Corrente Delta Axis,ancoragem,2023-02-27,725.63
4979,33,5,4,94676.0,2023-06-24,2023-06-23,4.7799,Piloto Automático Furuno Storm,eletrônicos,2022-05-24,4920.79
6138,20,12,7,18128.85,2023-06-24,2023-06-23,4.7799,GPS AIS Drift Flux Vox,eletrônicos,2022-06-20,527.97
1526,26,139,6,8549.0,2023-06-24,2023-06-23,4.7799,Boia de Arqueamento Danforth Torque,ancoragem,2020-10-30,246.89
6077,19,66,13,155259.45,2023-06-24,2023-06-23,4.7799,Motor de Popa Tohatsu Poseidon Helix Prime 135HP,propulsão,2021-01-05,2360.29
7989,21,36,13,293818.0,2023-06-24,2023-06-23,4.7799,Radar Lowrance Aqua Pulse,eletrônicos,2023-06-22,4733.87
4922,25,126,1,2677.0,2023-06-24,2023-06-23,4.7799,Corrente Danforth Hydro,ancoragem,2020-10-28,467.05
9029,18,112,6,12431.7,2023-06-24,2023-06-23,4.7799,Corrente Danforth Tidal,ancoragem,2021-11-16,398.23
7075,44,144,14,29448.1,2023-06-24,2023-06-23,4.7799,Boia de Arqueamento Bruce Barracuda,ancoragem,2022-08-04,422.52
1295,5,139,13,17596.85,2023-06-25,2023-06-23,4.7799,Boia de Arqueamento Danforth Torque,ancoragem,2020-10-30,246.89
413,42,66,6,71658.5,2023-06-25,2023-06-23,4.7799,Motor de Popa Tohatsu Poseidon Helix Prime 135HP,propulsão,2021-01-05,2360.29
